PLAN,DESCRIPTION,APPLICATION_REFERENCE,APPLICATION_NO,chargeAcPrefix,chargeAc,chargeAmount,VALUEFIRST,VALUEFIRST_LABEL,VALUE1_LABEL,VALUE1,VALUE2_LABEL,VALUE2,VALUE3_LABEL,VALUE3,VALUE4_LABEL,VALUE4,LikelyExpired,PROPERTY_NO,Purpose,transAcPrefix,transAc,transAmount
S94-26,S94-26 - Structured Open Space (Regional),DA10/0261,506250,ZFRI,ZFRInfrastructure,3619,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,106473,Open Space,ZFDC,ZFDCStructOS_26,-3619
S94-26,S94-26 - Structured Open Space (Regional),DA10/0284,506615,ZFRI,ZFRInfrastructure,13270,4.4,ET (Structured),ET (Structured),4.4,ET (Casual),4.4,,,,,Expired,18611,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0285,506616,ZFRI,ZFRInfrastructure,603,0.1667,ET (Structured),ET (Structured),0.1667,ET (Casual),0.1667,,,,,Expired,105008,Open Space,ZFDC,ZFDCStructOS_26,-603
S94-26,S94-26 - Structured Open Space (Regional),DA10/0296,506757,ZFRI,ZFRInfrastructure,75182,9.7083,ET (Structured),ET (Structured),9.7083,ET (Casual),9.7083,,,,,Expired,42454,Open Space,ZFDC,ZFDCStructOS_26,-37591
S94-26,S94-26 - Structured Open Space (Regional),DA10/0307,506921,ZFRI,ZFRInfrastructure,5881,1.625,ET (Structured),ET (Structured),1.625,ET (Casual),1.625,,,,,Expired,106278,Open Space,ZFDC,ZFDCStructOS_26,-5881
S94-26,S94-26 - Structured Open Space (Regional),DA10/0325,507307,ZFRI,ZFRInfrastructure,10968,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,104373,Open Space,ZFDC,ZFDCStructOS_26,-2798
S94-26,S94-26 - Structured Open Space (Regional),DA10/0341,507501,ZFRI,ZFRInfrastructure,3619,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,3557,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0360,507759,ZFRI,ZFRInfrastructure,10857,3,ET (Structured),ET (Structured),3,ET (Casual),3,,,,,Expired,17874,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0378,508407,ZFRI,ZFRInfrastructure,5596,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,106208,Open Space,ZFDC,ZFDCStructOS_26,-2798
S94-26,S94-26 - Structured Open Space (Regional),DA10/0390,508626,ZFRI,ZFRInfrastructure,302,0.0417,ET (Structured),ET (Structured),0.0417,ET (Casual),0.0417,,,,,Expired,11851,Open Space,ZFDC,ZFDCStructOS_26,0
S94-26,S94-26 - Structured Open Space (Regional),DA10/0392,508642,ZFRI,ZFRInfrastructure,3167,0.875,ET (Structured),ET (Structured),0.875,ET (Casual),0.875,,,,,Expired,106535,Open Space,ZFDC,ZFDCStructOS_26,-3167
S94-26,S94-26 - Structured Open Space (Regional),DA10/0458,509555,ZFRI,ZFRInfrastructure,3167,0.875,ET (Structured),ET (Structured),0.875,ET (Casual),0.875,,,,,Expired,106242,Open Space,ZFDC,ZFDCStructOS_26,-3167
S94-26,S94-26 - Structured Open Space (Regional),DA10/0470,509878,ZFRI,ZFRInfrastructure,5428,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,106185,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0482,510011,ZFRI,ZFRInfrastructure,207465,11.9583,ET (Structured),ET (Structured),11.9583,ET (Casual),11.9583,,,,,Expired,4961,Open Space,ZFDC,ZFDCStructOS_26,-41493
S94-26,S94-26 - Structured Open Space (Regional),DA10/0498,510381,ZFRI,ZFRInfrastructure,19601.82,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,17113,Open Space,ZFDC,ZFDCStructOS_26,-3266.97
S94-26,S94-26 - Structured Open Space (Regional),DA10/0505,510438,ZFRI,ZFRInfrastructure,7238.88,2,ET (Structured),ET (Structured),2,ET (Casual),2,,,,,Expired,14725,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0530,510894,ZFRI,ZFRInfrastructure,5790.4,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,8900,Open Space,ZFDC,ZFDCStructOS_26,-2895.2
S94-26,S94-26 - Structured Open Space (Regional),DA10/0566,529189,ZFRI,ZFRInfrastructure,2714,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,36911,Open Space,ZFDC,ZFDCStructOS_26,-2714
S94-26,S94-26 - Structured Open Space (Regional),DA10/0607,529842,ZFRI,ZFRInfrastructure,8619,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,106186,Open Space,ZFDC,ZFDCStructOS_26,-2873
S94-26,S94-26 - Structured Open Space (Regional),DA10/0613,529991,ZFRI,ZFRInfrastructure,11670,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,28807,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0626,530207,ZFRI,ZFRInfrastructure,3619,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,12904,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0636,530297,ZFRI,ZFRInfrastructure,5277,1.458,ET (Structured),ET (Structured),1.458,ET (Casual),1.458,,,,,Expired,10279,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0653,530589,ZFRI,ZFRInfrastructure,11784,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,105920,Open Space,ZFDC,ZFDCStructOS_26,-3928
S94-26,S94-26 - Structured Open Space (Regional),DA10/0666,530885,ZFRI,ZFRInfrastructure,12792,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,101398,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0790,534208,ZFRI,ZFRInfrastructure,11922,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,22973,Open Space,ZFDC,ZFDCStructOS_26,-3974
S94-26,S94-26 - Structured Open Space (Regional),DA10/0800,534498,ZFRI,ZFRInfrastructure,54167344,499.625,ET (Structured),ET (Structured),499.625,ET (Casual),499.625,,,,,Expired,11800,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0801,534506,ZFRI,ZFRInfrastructure,37531920,518.5396,ET (Structured),ET (Structured),518.5396,ET (Casual),518.5396,,,,,Expired,11800,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA10/0809,534596,ZFRI,ZFRInfrastructure,6808,1.75,ET (Structured),ET (Structured),1.75,ET (Casual),1.75,,,,,Expired,8392,Open Space,ZFDC,ZFDCStructOS_26,-6808
S94-26,S94-26 - Structured Open Space (Regional),DA10/0821,534959,ZFRI,ZFRInfrastructure,3619,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,79770,Open Space,ZFDC,ZFDCStructOS_26,-3619
S94-26,S94-26 - Structured Open Space (Regional),DA10/0845,535381,ZFRI,ZFRInfrastructure,2714,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,106536,Open Space,ZFDC,ZFDCStructOS_26,-2714
S94-26,S94-26 - Structured Open Space (Regional),DA10/0849,535402,ZFRI,ZFRInfrastructure,2563,0.7083,ET (Structured),ET (Structured),0.7083,ET (Casual),0.7083,,,,,Expired,10999,Open Space,ZFDC,ZFDCStructOS_26,-2563
S94-26,S94-26 - Structured Open Space (Regional),DA10/0851,535494,ZFRI,ZFRInfrastructure,452,0.125,ET (Structured),ET (Structured),0.125,ET (Casual),0.125,,,,,Expired,18753,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0015,536337,ZFRI,ZFRInfrastructure,623,0.167,ET (Structured),ET (Structured),0.167,ET (Casual),0.167,,,,,Expired,16669,Open Space,ZFDC,ZFDCStructOS_26,-623
S94-26,S94-26 - Structured Open Space (Regional),DA11/0030,536966,ZFRI,ZFRInfrastructure,6580.8,2,ET (Structured),ET (Structured),2,ET (Casual),2,,,,,Expired,39927,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0062,538190,ZFRI,ZFRInfrastructure,14476,2,ET (Structured),ET (Structured),2,ET (Casual),2,,,,,Expired,4557,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0139,540023,ZFRI,ZFRInfrastructure,2714,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,12657,Open Space,ZFDC,ZFDCStructOS_26,-2714
S94-26,S94-26 - Structured Open Space (Regional),DA11/0156,540453,ZFRI,ZFRInfrastructure,609,0.1667,ET (Structured),ET (Structured),0.1667,ET (Casual),0.1667,,,,,Expired,677,Open Space,ZFDC,ZFDCStructOS_26,-609
S94-26,S94-26 - Structured Open Space (Regional),DA11/0202,541993,ZFRI,ZFRInfrastructure,5808,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,314,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0205,542033,ZFRI,ZFRInfrastructure,58998,6.875,ET (Structured),ET (Structured),6.875,ET (Casual),6.875,,,,,Expired,4962,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0216,542486,ZFRI,ZFRInfrastructure,29541.6,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,108212,Open Space,ZFDC,ZFDCStructOS_26,-101226.79
S94-26,S94-26 - Structured Open Space (Regional),DA11/0229,542685,ZFRI,ZFRInfrastructure,19194,2.625,ET (Structured),ET (Structured),2.625,ET (Casual),2.625,,,,,Expired,35728,Open Space,ZFDC,ZFDCStructOS_26,-10211
S94-26,S94-26 - Structured Open Space (Regional),DA11/0230,542701,ZFRI,ZFRInfrastructure,331272,6,ET (Structured),ET (Structured),6,ET (Casual),6,,,,,Expired,2458,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0269,543593,ZFRI,ZFRInfrastructure,25592,7,ET (Structured),ET (Structured),7,ET (Casual),7,,,,,Expired,44288,Open Space,ZFDC,ZFDCStructOS_26,-25592
S94-26,S94-26 - Structured Open Space (Regional),DA11/0347,545957,ZFRI,ZFRInfrastructure,74861,20.4763,ET (Structured),ET (Structured),20.4763,ET (Casual),20.4763,,,,,Expired,12371,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0373,546474,ZFRI,ZFRInfrastructure,5484,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,107274,Open Space,ZFDC,ZFDCStructOS_26,-2873
S94-26,S94-26 - Structured Open Space (Regional),DA11/0401,547467,ZFRI,ZFRInfrastructure,7312,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,107308,Open Space,ZFDC,ZFDCStructOS_26,-3730
S94-26,S94-26 - Structured Open Space (Regional),DA11/0402,547474,ZFRI,ZFRInfrastructure,5713.76,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,25040,Open Space,ZFDC,ZFDCStructOS_26,-2856.88
S94-26,S94-26 - Structured Open Space (Regional),DA11/0416,547923,ZFRI,ZFRInfrastructure,3656,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,27956,Open Space,ZFDC,ZFDCStructOS_26,-3656
S94-26,S94-26 - Structured Open Space (Regional),DA11/0417,548008,ZFRI,ZFRInfrastructure,2742,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,44049,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0444,548947,ZFRI,ZFRInfrastructure,5476900,65,ET (Structured),ET (Structured),65,ET (Casual),65,,,,,Expired,106261,Open Space,ZFDC,ZFDCStructOS_26,-248950
S94-26,S94-26 - Structured Open Space (Regional),DA11/0457,549418,ZFRI,ZFRInfrastructure,2687.16,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,106547,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0481,550104,ZFRI,ZFRInfrastructure,2742,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,106605,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA11/0527,551653,ZFRI,ZFRInfrastructure,2798,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,105015,Open Space,ZFDC,ZFDCStructOS_26,-2798
S94-26,S94-26 - Structured Open Space (Regional),DA11/0539,552018,ZFRI,ZFRInfrastructure,10968,3,ET (Structured),ET (Structured),3,ET (Casual),3,,,,,Expired,106453,Open Space,ZFDC,ZFDCStructOS_26,-10968
S94-26,S94-26 - Structured Open Space (Regional),DA11/0590,553757,ZFRI,ZFRInfrastructure,2742,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,107305,Open Space,ZFDC,ZFDCStructOS_26,-2742
S94-26,S94-26 - Structured Open Space (Regional),DA11/0605,554187,ZFRI,ZFRInfrastructure,5570.76,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,106691,Open Space,ZFDC,ZFDCStructOS_26,-2826.56
S94-26,S94-26 - Structured Open Space (Regional),DA12/0026,556361,ZFRI,ZFRInfrastructure,15488,2,ET (Structured),ET (Structured),2,ET (Casual),2,,,,,Expired,105870,Open Space,ZFDC,ZFDCStructOS_26,-7744
S94-26,S94-26 - Structured Open Space (Regional),DA12/0067,558849,ZFRI,ZFRInfrastructure,5147.4,2,ET (Structured),ET (Structured),2,ET (Casual),2,,,,,Expired,39927,Open Space,ZFDC,ZFDCStructOS_26,-5147.4
S94-26,S94-26 - Structured Open Space (Regional),DA12/0068,558869,ZFRI,ZFRInfrastructure,3730,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,9375,Open Space,ZFDC,ZFDCStructOS_26,-3730
S94-26,S94-26 - Structured Open Space (Regional),DA12/0070,558939,ZFRI,ZFRInfrastructure,3199,0.875,ET (Structured),ET (Structured),0.875,ET (Casual),0.875,,,,,Expired,10658,Open Space,ZFDC,ZFDCStructOS_26,-3199
S94-26,S94-26 - Structured Open Space (Regional),DA12/0082,559751,ZFRI,ZFRInfrastructure,7948,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,101180,Open Space,ZFDC,ZFDCStructOS_26,-3974
S94-26,S94-26 - Structured Open Space (Regional),DA12/0104,560860,ZFRI,ZFRInfrastructure,74600,2.5,ET (Structured),ET (Structured),2.5,ET (Casual),2.5,,,,,Expired,8504,Open Space,ZFDC,ZFDCStructOS_26,-10380
S94-26,S94-26 - Structured Open Space (Regional),DA12/0111,561212,ZFRI,ZFRInfrastructure,609,0.1667,ET (Structured),ET (Structured),0.1667,ET (Casual),0.1667,,,,,Expired,24417,Open Space,ZFDC,ZFDCStructOS_26,-609
S94-26,S94-26 - Structured Open Space (Regional),DA12/0172,563355,ZFRI,ZFRInfrastructure,2020,0.5416,ET (Structured),ET (Structured),0.5416,ET (Casual),0.5416,,,,,Expired,31299,Open Space,ZFDC,ZFDCStructOS_26,-2020
S94-26,S94-26 - Structured Open Space (Regional),DA12/0178,563607,ZFRI,ZFRInfrastructure,609,0.1667,ET (Structured),ET (Structured),0.1667,ET (Casual),0.1667,,,,,Expired,18796,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA12/0237,566722,ZFRI,ZFRInfrastructure,3730,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,106479,Open Space,ZFDC,ZFDCStructOS_26,-3730
S94-26,S94-26 - Structured Open Space (Regional),DA12/0243,567082,ZFRI,ZFRInfrastructure,7460,2,ET (Structured),ET (Structured),2,ET (Casual),2,,,,,Expired,102229,Open Space,ZFDC,ZFDCStructOS_26,-7460
S94-26,S94-26 - Structured Open Space (Regional),DA12/0277,568284,ZFRI,ZFRInfrastructure,466,0.125,ET (Structured),ET (Structured),0.125,ET (Casual),0.125,,,,,Expired,27326,Open Space,ZFDC,ZFDCStructOS_26,-466
S94-26,S94-26 - Structured Open Space (Regional),DA12/0320,570042,ZFRI,ZFRInfrastructure,95693.92,4,ET (Structured),ET (Structured),4,ET (Casual),4,,,,,Expired,39636,Open Space,ZFDC,ZFDCStructOS_26,-3417.64
S94-26,S94-26 - Structured Open Space (Regional),DA12/0346,570887,ZFRI,ZFRInfrastructure,94022,25.2071,ET (Structured),ET (Structured),25.2071,ET (Casual),11.5271,,,,,Expired,102228,Open Space,ZFDC,ZFDCStructOS_26,-83679.58
S94-26,S94-26 - Structured Open Space (Regional),DA12/0362,571509,ZFRI,ZFRInfrastructure,120999,10.4167,ET (Structured),ET (Structured),10.4167,ET (Casual),10.4167,,,,,Expired,13265,Open Space,ZFDC,ZFDCStructOS_26,-40521
S94-26,S94-26 - Structured Open Space (Regional),DA12/0383,572064,ZFRI,ZFRInfrastructure,15853,4.25,ET (Structured),ET (Structured),4.25,ET (Casual),4.25,,,,,Expired,14160,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA12/0411,573107,ZFRI,ZFRInfrastructure,7780,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,3020,Open Space,ZFDC,ZFDCStructOS_26,-3890
S94-26,S94-26 - Structured Open Space (Regional),DA12/0447,574206,ZFRI,ZFRInfrastructure,5595,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,104440,Open Space,ZFDC,ZFDCStructOS_26,-2800.8
S94-26,S94-26 - Structured Open Space (Regional),DA12/0457,574618,ZFRI,ZFRInfrastructure,12119,3.249,ET (Structured),ET (Structured),3.249,ET (Casual),3.249,,,,,Expired,1567,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA12/0465,574992,ZFRI,ZFRInfrastructure,11490,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,16956,Open Space,ZFDC,ZFDCStructOS_26,-3890
S94-26,S94-26 - Structured Open Space (Regional),DA12/0524,577016,ZFRI,ZFRInfrastructure,11510,1.5429,ET (Structured),ET (Structured),1.5429,ET (Casual),23.769,,,,,Expired,70180,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA12/0528,577162,ZFRI,ZFRInfrastructure,427900,11,ET (Structured),ET (Structured),11,ET (Casual),11,,,,,Expired,17550,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA12/0536,577386,ZFRI,ZFRInfrastructure,2798,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,103718,Open Space,ZFDC,ZFDCStructOS_26,-2798
S94-26,S94-26 - Structured Open Space (Regional),DA12/0553,578068,ZFRI,ZFRInfrastructure,2798,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,3541,Open Space,ZFDC,ZFDCStructOS_26,-2798
S94-26,S94-26 - Structured Open Space (Regional),DA12/0565,578423,ZFRI,ZFRInfrastructure,26110,7,ET (Structured),ET (Structured),7,ET (Casual),7,,,,,Expired,102229,Open Space,ZFDC,ZFDCStructOS_26,-26110
S94-26,S94-26 - Structured Open Space (Regional),DA12/0605,579964,ZFRI,ZFRInfrastructure,3730,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,9545,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0009,581067,ZFRI,ZFRInfrastructure,3730,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,19993,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0024,581663,ZFRI,ZFRInfrastructure,1940120,35,ET (Structured),ET (Structured),35,ET (Casual),35,,,,,Expired,4457,Open Space,ZFDC,ZFDCStructOS_26,-149240
S94-26,S94-26 - Structured Open Space (Regional),DA13/0050,583100,ZFRI,ZFRInfrastructure,3730,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,15888,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0063,583804,ZFRI,ZFRInfrastructure,85790,23,ET (Structured),ET (Structured),23,ET (Casual),23,,,,,Expired,91370,Open Space,ZFDC,ZFDCStructOS_26,-85790
S94-26,S94-26 - Structured Open Space (Regional),DA13/0085,584818,ZFRI,ZFRInfrastructure,5400,0.6942,ET (Structured),ET (Structured),0.6942,ET (Casual),0.6942,,,,,Expired,10146,Open Space,ZFDC,ZFDCStructOS_26,-2700
S94-26,S94-26 - Structured Open Space (Regional),DA13/0098,590171,ZFRI,ZFRInfrastructure,2072,0.541,ET (Structured),ET (Structured),0.541,ET (Casual),0.541,,,,,Expired,8329,Open Space,ZFDC,ZFDCStructOS_26,-2072
S94-26,S94-26 - Structured Open Space (Regional),DA13/0121,591500,ZFRI,ZFRInfrastructure,5962.88,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,42908,Open Space,ZFDC,ZFDCStructOS_26,-2981.44
S94-26,S94-26 - Structured Open Space (Regional),DA13/0124,591852,ZFRI,ZFRInfrastructure,22980,6,ET (Structured),ET (Structured),6,ET (Casual),6,,,,,Expired,29291,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0134,592102,ZFRI,ZFRInfrastructure,711,0.1905,ET (Structured),ET (Structured),0.1905,ET (Casual),0.1905,,,,,Expired,32798,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0175,593428,ZFRI,ZFRInfrastructure,1071000,81,ET (Structured),ET (Structured),81,ET (Casual),81,,,,,Expired,109702,Open Space,ZFDC,ZFDCStructOS_26,-312318
S94-26,S94-26 - Structured Open Space (Regional),DA13/0194,594209,ZFRI,ZFRInfrastructure,638,0.1667,ET (Structured),ET (Structured),0.1667,ET (Casual),0.1667,,,,,Expired,31625,Open Space,ZFDC,ZFDCStructOS_26,-638
S94-26,S94-26 - Structured Open Space (Regional),DA13/0253,596253,ZFRI,ZFRInfrastructure,19150,5,ET (Structured),ET (Structured),5,ET (Casual),5,,,,,Expired,108404,Open Space,ZFDC,ZFDCStructOS_26,-19150
S94-26,S94-26 - Structured Open Space (Regional),DA13/0254,596269,ZFRI,ZFRInfrastructure,3830,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,101180,Open Space,ZFDC,ZFDCStructOS_26,-3830
S94-26,S94-26 - Structured Open Space (Regional),DA13/0267,596713,ZFRI,ZFRInfrastructure,7985,2.0848,ET (Structured),ET (Structured),2.0848,ET (Casual),2.0848,,,,,Expired,20449,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0275,596911,ZFRI,ZFRInfrastructure,9202,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,2209,Open Space,ZFDC,ZFDCStructOS_26,-4601
S94-26,S94-26 - Structured Open Space (Regional),DA13/0287,597372,ZFRI,ZFRInfrastructure,12792,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,24735,Open Space,ZFDC,ZFDCStructOS_26,-4264
S94-26,S94-26 - Structured Open Space (Regional),DA13/0290,597479,ZFRI,ZFRInfrastructure,1278,0.1668,ET (Structured),ET (Structured),0.1668,ET (Casual),0.1668,,,,,Expired,10259,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0294,597607,ZFRI,ZFRInfrastructure,51543,13.4577,ET (Structured),ET (Structured),13.4577,ET (Casual),6.2377,,,,,Expired,104653,Open Space,ZFDC,ZFDCStructOS_26,-51543
S94-26,S94-26 - Structured Open Space (Regional),DA13/0306,598022,ZFRI,ZFRInfrastructure,2878,0.7515,ET (Structured),ET (Structured),0.7515,ET (Casual),0.7515,,,,,Expired,107849,Open Space,ZFDC,ZFDCStructOS_26,-2878
S94-26,S94-26 - Structured Open Space (Regional),DA13/0357,599907,ZFRI,ZFRInfrastructure,28,0.3334,ET (Structured),ET (Structured),0.3334,ET (Casual),0.3334,,,,,Expired,16639,Open Space,ZFDC,ZFDCStructOS_26,-1291
S94-26,S94-26 - Structured Open Space (Regional),DA13/0385,600910,ZFRI,ZFRInfrastructure,8528,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,28790,Open Space,ZFDC,ZFDCStructOS_26,-4264
S94-26,S94-26 - Structured Open Space (Regional),DA13/0392,601206,ZFRI,ZFRInfrastructure,7744,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,42609,Open Space,ZFDC,ZFDCStructOS_26,-3872
S94-26,S94-26 - Structured Open Space (Regional),DA13/0399,601529,ZFRI,ZFRInfrastructure,11490,3,ET (Structured),ET (Structured),3,ET (Casual),3,,,,,Expired,108442,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0401,601553,ZFRI,ZFRInfrastructure,43236.96,10,ET (Structured),ET (Structured),10,ET (Casual),10,,,,,Expired,43432,Open Space,ZFDC,ZFDCStructOS_26,-19187.16
S94-26,S94-26 - Structured Open Space (Regional),DA13/0438,603180,ZFRI,ZFRInfrastructure,131648,17,ET (Structured),ET (Structured),17,ET (Casual),17,,,,,Expired,94020,Open Space,ZFDC,ZFDCStructOS_26,-65824
S94-26,S94-26 - Structured Open Space (Regional),DA13/0439,603259,ZFRI,ZFRInfrastructure,638,0.1667,ET (Structured),ET (Structured),0.1667,ET (Casual),0.1667,,,,,Expired,29844,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0514,605832,ZFRI,ZFRInfrastructure,12792,0.8757,ET (Structured),ET (Structured),0.8757,ET (Casual),0.8757,,,,,Expired,4775,Open Space,ZFDC,ZFDCStructOS_26,-4500
S94-26,S94-26 - Structured Open Space (Regional),DA13/0528,606249,ZFRI,ZFRInfrastructure,3354,0.8757,ET (Structured),ET (Structured),0.8757,ET (Casual),0.8757,,,,,Expired,31710,Open Space,ZFDC,ZFDCStructOS_26,-3354
S94-26,S94-26 - Structured Open Space (Regional),DA13/0577,608113,ZFRI,ZFRInfrastructure,2895858,83,ET (Structured),ET (Structured),83,ET (Casual),83,,,,,Expired,104434,Open Space,ZFDC,ZFDCStructOS_26,-320632
S94-26,S94-26 - Structured Open Space (Regional),DA13/0602,609002,ZFRI,ZFRInfrastructure,10122.51,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,19931,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0624,609870,ZFRI,ZFRInfrastructure,2873,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,107878,Open Space,ZFDC,ZFDCStructOS_26,-2873
S94-26,S94-26 - Structured Open Space (Regional),DA13/0654,610737,ZFRI,ZFRInfrastructure,3872,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,14343,Open Space,ZFDC,ZFDCStructOS_26,-3872
S94-26,S94-26 - Structured Open Space (Regional),DA13/0674,611420,ZFRI,ZFRInfrastructure,8954.4,1,ET (Structured),ET (Structured),1,ET (Casual),1,,,,,Expired,10667,Open Space,,,
S94-26,S94-26 - Structured Open Space (Regional),DA13/0675,611421,ZFRI,ZFRInfrastructure,5746,0.75,ET (Structured),ET (Structured),0.75,ET (Casual),0.75,,,,,Expired,106654,Open Space,ZFDC,ZFDCStructOS_26,-2918
S94-26,S94-26 - Structured Open Space (Regional),DA13/0676,611440,ZFRI,ZFRInfrastructure,638,0.1667,ET (Structured),ET (Structured),0.1667,ET (Casual),0.1667,,,,,Expired,104651,Open Space,ZFDC,ZFDCStructOS_26,-638
S94-26,S94-26 - Structured Open Space (Regional),DA13/0693,612388,ZFRI,ZFRInfrastructure,34780,6,ET (Structured),ET (Structured),6,ET (Casual),6,,,,,Expired,10056,Open Space,ZFDC,ZFDCStructOS_26,-23340
