PLAN,DESCRIPTION,APPLICATION_REFERENCE,APPLICATION_NO,chargeAcPrefix,chargeAc,chargeAmount,VALUEFIRST,VALUEFIRST_LABEL,VALUE1_LABEL,VALUE1,VALUE2_LABEL,VALUE2,VALUE3_LABEL,VALUE3,VALUE4_LABEL,VALUE4,LikelyExpired,PROPERTY_NO,Purpose,transAcPrefix,transAc,transAmount
S94-01,S94-01 - Casual Open Space,0066/2001S96,314275,ZFRI,ZFRInfrastructure,6354,6,ET (Casual OS),ET (Casual OS),6,ET (Struct OS),6,,,,,Expired,49411,Open Space,ZFDC,ZFDCCasual1,-6354
S94-01,S94-01 - Casual Open Space,0111/2002DA,311744,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,51169,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,0140/2002DA,311516,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,42928,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,0161/2002DA,311507,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,42927,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,0175/2002DA,311603,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,42929,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,0176/2001DA,310044,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,34289,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,0185/2001DA,310003,ZFRI,ZFRInfrastructure,2118,2,ET (Casual OS),ET (Casual OS),2,ET (Struct OS),2,,,,,Expired,42677,Open Space,ZFDC,ZFDCCasual1,-2118
S94-01,S94-01 - Casual Open Space,0570/2000DA,311374,ZFRI,ZFRInfrastructure,9531,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,16996,Open Space,ZFDC,ZFDCCasual1,-13627
S94-01,S94-01 - Casual Open Space,0589/2000DA,311356,ZFRI,ZFRInfrastructure,12708,12,ET (Casual OS),ET (Casual OS),12,ET (Struct OS),,,,,,Expired,41073,Open Space,ZFDC,ZFDCCasual1,-12708
S94-01,S94-01 - Casual Open Space,0969/2001DA,311459,ZFRI,ZFRInfrastructure,12848,12.132,ET (Casual OS),ET (Casual OS),12.132,ET (Struct OS),12.138,,,,,Expired,44118,Open Space,ZFDC,ZFDCCasual1,-12848
S94-01,S94-01 - Casual Open Space,1288/2000DA,311182,ZFRI,ZFRInfrastructure,4814,4.545798,ET (Casual OS),ET (Casual OS),4.545798,ET (Struct OS),0.879934,,,,,Expired,34001,Open Space,ZFDC,ZFDCCasual1,-4814
S94-01,S94-01 - Casual Open Space,1349/2001DA,311002,ZFRI,ZFRInfrastructure,49274,46.528,ET (Casual OS),ET (Casual OS),46.528,ET (Struct OS),46.551,,,,,Expired,42412,Open Space,ZFDC,ZFDCCasual1,-49274
S94-01,S94-01 - Casual Open Space,1372/2001DA,311128,ZFRI,ZFRInfrastructure,547,0.517,ET (Casual OS),ET (Casual OS),0.517,ET (Struct OS),0.517,,,,,Expired,44111,Open Space,ZFDC,ZFDCCasual1,-547
S94-01,S94-01 - Casual Open Space,D94/0379,298447,ZFRI,ZFRInfrastructure,21180,4,ET (Casual OS),ET (Casual OS),4,ET (Struct OS),4,,,,,Expired,49411,Open Space,ZFDC,ZFDCCasual1,-20982
S94-01,S94-01 - Casual Open Space,DA02/0469,361451,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,43187,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0470,361455,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,51176,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0473,361521,ZFRI,ZFRInfrastructure,11649,11,ET (Casual OS),ET (Casual OS),11,ET (Struct OS),11,,,,,Expired,52920,Open Space,ZFDC,ZFDCCasual1,-11649
S94-01,S94-01 - Casual Open Space,DA02/0546,362485,ZFRI,ZFRInfrastructure,1059,1.724268,ET (Casual OS),ET (Casual OS),1.724268,ET (Struct OS),0.33361,,,,,Expired,51186,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0702,364259,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,52810,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0706,364274,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),0,,,,,Expired,52690,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0707,364279,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53150,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0710,364288,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,52820,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0716,364355,ZFRI,ZFRInfrastructure,2186,3,ET (Casual OS),ET (Casual OS),3,ET (Struct OS),,,,,,Expired,52890,Open Space,ZFDC,ZFDCCasual1,-1093
S94-01,S94-01 - Casual Open Space,DA02/0745,364528,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53070,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0747,364539,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53080,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0797,365167,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54120,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0799,365176,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54140,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0803,365191,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54110,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0808,365210,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54130,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0809,365216,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54090,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0810,365221,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54100,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0901,366308,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,37081,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0933,366641,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53210,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/0934,366642,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53220,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1098,368111,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54530,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1102,368134,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54510,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1106,368148,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54540,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1107,368152,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54550,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1108,368157,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54500,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1109,368164,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54520,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1134,368506,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,57730,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1150,368705,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,57740,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1191,369074,ZFRI,ZFRInfrastructure,87976,17,ET (Casual OS),ET (Casual OS),17,ET (Struct OS),17,,,,,Expired,31550,Open Space,ZFDC,ZFDCCasual1,-26707
S94-01,S94-01 - Casual Open Space,DA02/1267,369828,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53140,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1284,370118,ZFRI,ZFRInfrastructure,2118,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,17935,Open Space,,,
S94-01,S94-01 - Casual Open Space,DA02/1413,371420,ZFRI,ZFRInfrastructure,1059,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,51177,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space,DA02/1704,374071,ZFRI,ZFRInfrastructure,548,0.517,ET (Casual OS),ET (Casual OS),0.517,ET (Struct OS),0.517,,,,,Expired,63520,Open Space,ZFDC,ZFDCCasual1,-548
S94-01,S94-01 - Casual Open Space,DA02/1736,374336,ZFRI,ZFRInfrastructure,548,0.517,ET (Casual OS),ET (Casual OS),0.517,ET (Struct OS),0.517,,,,,Expired,63540,Open Space,ZFDC,ZFDCCasual1,-548
S94-01,S94-01 - Casual Open Space,DA02/1774,374654,ZFRI,ZFRInfrastructure,3177,0.5165,ET (Casual OS),ET (Casual OS),0.5165,ET (Struct OS),0.5172,,,,,Expired,63570,Open Space,ZFDC,ZFDCCasual1,-1059
S94-01,S94-01 - Casual Open Space (dedicate & embellish),DA02/1883,375550,ZFRI,ZFRInfrastructure,21504,21,ET (Casual OS),ET (Casual OS),21,ET (Struct OS),21,,,,,Expired,25654,Open Space,,,
S94-01,S94-01 - Casual Open Space (dedicate & embellish),DA07/0945,465030,ZFRI,ZFRInfrastructure,27336,16.8746,ET (Casual OS),ET (Casual OS),16.8746,ET (Struct OS),18.2083,,,,,Expired,5600,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),D91/0236,298948,ZFRI,ZFRInfrastructure,5960,3.794,ET (Casual OS),ET (Casual OS),3.794,ET (Struct OS),3.27,,,,,Expired,44904,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),DA02/1239,369563,ZFRI,ZFRInfrastructure,9537,6.0704,ET (Casual OS),ET (Casual OS),6.0704,ET (Struct OS),5.232,,,,,Expired,5039,Open Space,ZFDC,ZFDCCasDed1,-9537
S94-01,S94-01 - Casual Open Space (no dedication),DA02/1635,373444,ZFRI,ZFRInfrastructure,176416,56.1477,ET (Casual OS),ET (Casual OS),56.1477,ET (Struct OS),48.3942,,,,,Expired,41337,Open Space,ZFDC,ZFDCCasDed1,-154960
S94-01,S94-01 - Casual Open Space (no dedication),DA02/1883,375550,ZFRI,ZFRInfrastructure,32991,21,ET (Casual OS),ET (Casual OS),21,ET (Struct OS),21,,,,,Expired,25654,Open Space,ZFDC,ZFDCCasDed1,-32991
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0078,378899,ZFRI,ZFRInfrastructure,254870,115.1566,ET (Casual OS),ET (Casual OS),115.1566,ET (Struct OS),110.5451,,,,,Expired,41355,Open Space,ZFDC,ZFDCCasDed1,-160326
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0422,382694,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,34751,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0526,383945,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,41246,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0563,384425,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70840,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0564,384432,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,71110,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0566,384440,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,71030,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0589,384590,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70890,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0613,384944,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,41245,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0651,385280,ZFRI,ZFRInfrastructure,813,0.5175,ET (Casual OS),ET (Casual OS),0.5175,ET (Struct OS),0.308,,,,,Expired,70900,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0709,385763,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70940,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0710,385764,ZFRI,ZFRInfrastructure,813,0.5175,ET (Casual OS),ET (Casual OS),0.5175,ET (Struct OS),0.308,,,,,Expired,70910,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0755,386369,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,71080,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0801,386828,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,74810,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0802,386829,ZFRI,ZFRInfrastructure,9376,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,44048,Open Space,ZFDC,ZFDCCasDed1,-2344
S94-01,S94-01 - Casual Open Space (no dedication),DA03/0858,387576,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,52970,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/1013,389306,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,34762,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/1036,389537,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70800,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA03/1052,389709,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,52700,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA04/0304,401916,ZFRI,ZFRInfrastructure,1626,0.5175,ET (Casual OS),ET (Casual OS),0.5175,ET (Struct OS),0.308,,,,,Expired,33703,Open Space,ZFDC,ZFDCCasDed1,-2005
S94-01,S94-01 - Casual Open Space (no dedication),DA04/0525,404339,ZFRI,ZFRInfrastructure,14064,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,5035,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),DA04/0660,405622,ZFRI,ZFRInfrastructure,1571,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,5034,Open Space,ZFDC,ZFDCCasDed1,-1571
S94-01,S94-01 - Casual Open Space (no dedication),DA04/1113,410098,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,41251,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA04/1203,411012,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,44096,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA05/0359,420520,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,42665,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA05/0442,421356,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,101433,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA05/0797,424766,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,99900,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA05/0821,424861,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,44630,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA05/1296,430536,ZFRI,ZFRInfrastructure,1571,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,64030,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),DA05/1442,432562,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.309,,,,,Expired,101960,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA05/1443,432563,ZFRI,ZFRInfrastructure,813,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,101959,Open Space,ZFDC,ZFDCCasDed1,-813
S94-01,S94-01 - Casual Open Space (no dedication),DA05/1499,433288,ZFRI,ZFRInfrastructure,1571,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,101778,Open Space,ZFDC,ZFDCCasDed1,-1571
S94-01,S94-01 - Casual Open Space (no dedication),DA05/1511,433436,ZFRI,ZFRInfrastructure,1571,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),,,,,,Expired,41345,Open Space,ZFDC,ZFDCCasDed1,-1571
S94-01,S94-01 - Casual Open Space (no dedication),DA06/1416,451022,ZFRI,ZFRInfrastructure,39770,12.6575,ET (Casual OS),ET (Casual OS),12.6575,ET (Struct OS),10.77,,,,,Expired,67750,Open Space,ZFDC,ZFDCCasDed1,-12029
S94-01,S94-01 - Casual Open Space (no dedication),DA06/1442,451292,ZFRI,ZFRInfrastructure,21892,13.9348,ET (Casual OS),ET (Casual OS),13.9348,ET (Struct OS),,,,,,Expired,102860,Open Space,ZFDC,ZFDCCasDed1,-21892
S94-01,S94-01 - Casual Open Space (no dedication),DA07/0532,459153,ZFRI,ZFRInfrastructure,2005,1.2764,ET (Casual OS),ET (Casual OS),1.2764,ET (Struct OS),0.9617,,,,,Expired,103870,Open Space,ZFDC,ZFDCCasDed1,-2005
S94-01,S94-01 - Casual Open Space (no dedication),DA07/0589,460141,ZFRI,ZFRInfrastructure,138248,11,ET (Casual OS),ET (Casual OS),11,ET (Struct OS),11,,,,,Expired,64020,Open Space,ZFDC,ZFDCCasDed1,-1571
S94-01,S94-01 - Casual Open Space (no dedication),DA07/0945,465030,ZFRI,ZFRInfrastructure,111270,16.8746,ET (Casual OS),ET (Casual OS),16.8746,ET (Struct OS),18.2083,,,,,Expired,5600,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),DA07/1191,467633,ZFRI,ZFRInfrastructure,3142,2,ET (Casual OS),ET (Casual OS),2,ET (Struct OS),2,,,,,Expired,103444,Open Space,ZFDC,ZFDCCasDed1,-3142
S94-01,S94-01 - Casual Open Space (no dedication),DA08/1128,484923,ZFRI,ZFRInfrastructure,9140,2,ET (Casual OS),ET (Casual OS),2,ET (Struct OS),2,,,,,Expired,44079,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),DA11/0216,542486,ZFRI,ZFRInfrastructure,15298.08,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,108212,Open Space,ZFDC,ZFDCCasDed1,-79786.54
S94-01,S94-01 - Casual Open Space (no dedication),DA11/0417,548008,ZFRI,ZFRInfrastructure,1638,0.75,ET (Casual OS),ET (Casual OS),0.75,ET (Struct OS),0.75,,,,,Expired,44049,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),DA14/0904,648403,ZFRI,ZFRInfrastructure,474608.75,23.0625,ET (Casual OS),ET (Casual OS),23.0625,ET (Struct OS),23.0625,,,,,Expired,2918,Open Space,,,
S94-01,S94-01 - Casual Open Space (no dedication),DA15/0175,657094,ZFRI,ZFRInfrastructure,2285,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,41355,Open Space,ZFDC,ZFDCCasDed1,-2285
S94-01,S94-01 - Casual Open Space (no dedication),DA15/0218,658869,ZFRI,ZFRInfrastructure,25664,11.1875,ET (Casual OS),ET (Casual OS),11.1875,ET (Struct OS),,,,,,Expired,108569,Open Space,ZFDC,ZFDCCasDed1,-25664
S94-01,S94-01 - Casual Open Space (no dedication),DA17/0358,744232,ZFRI,ZFRInfrastructure,1074766,58.3125,ET (Casual OS),ET (Casual OS),58.3125,ET (Struct OS),58.3125,,,,,Active,93510,Open Space,ZFDC,ZFDCCasDed1,-161170
S94-01,S94-01 - Casual Open Space (no dedication),DA18/0527,783447,ZFRI,ZFRInfrastructure,1646,0.625,ET (Casual OS),ET (Casual OS),0.625,ET (Struct OS),,,,,,Active,77300,Open Space,ZFDC,ZFDCCasDed1,-1646
S94-01,S94-01 - Casual Open Space (no dedication),K98/0011,354163,ZFRI,ZFRInfrastructure,43058.4,28,ET (Casual OS),ET (Casual OS),28,ET (Struct OS),28,,,,,Expired,41337,Open Space,ZFDC,ZFDCCasDed1,-16912.8
S94-01,S94-01 - Casual Open Space (no dedication),K99/0165,355691,ZFRI,ZFRInfrastructure,3142,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),20,,,,,Expired,50589,Open Space,,,
S94-01,S94-01 - Structured Open Space,0066/2001S96,314275,ZFRI,ZFRInfrastructure,28884,6,ET (Casual OS),ET (Casual OS),6,ET (Struct OS),6,,,,,Expired,49411,Open Space,ZFDC,ZFDCStructure1,-14440
S94-01,S94-01 - Structured Open Space,0111/2002DA,311744,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,51169,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,0140/2002DA,311516,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,42928,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,0161/2002DA,311507,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,42927,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,0175/2002DA,311603,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,42929,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,0176/2001DA,310044,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,34289,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,0185/2001DA,310003,ZFRI,ZFRInfrastructure,4814,2,ET (Casual OS),ET (Casual OS),2,ET (Struct OS),2,,,,,Expired,42677,Open Space,ZFDC,ZFDCStructure1,-4814
S94-01,S94-01 - Structured Open Space,0570/2000DA,311374,ZFRI,ZFRInfrastructure,21663,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,16996,Open Space,ZFDC,ZFDCStructure1,-19007
S94-01,S94-01 - Structured Open Space,0969/2001DA,311459,ZFRI,ZFRInfrastructure,29216,12.132,ET (Casual OS),ET (Casual OS),12.132,ET (Struct OS),12.138,,,,,Expired,44118,Open Space,ZFDC,ZFDCStructure1,-29216
