Ledger,Account,Plan,Activity,Sector,Month Num,Month Text,Month,Fiscal Month,Date,Doc Type,Amount,DataDate,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,7,Jul,01-Jul,1,31/07/2000,GLJNLOP,-1040,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,8,Aug,02-Aug,2,31/08/2000,GLJNLOP,-41.4,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,9,Sep,03-Sep,3,30/09/2000,GLJNLOP,-325.6,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,10,Oct,04-Oct,4,31/10/2000,GLJNLOP,-245.6,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,11,Nov,05-Nov,5,30/11/2000,GLJNLOP,-651.2,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,12,Dec,06-Dec,6,31/12/2000,GLJNLOP,-139.4,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,1,Jan,07-Jan,7,31/01/2001,GLJNLOP,-565,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,3,Mar,09-Mar,9,31/03/2001,GLJNLOP,-3004.8,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,4,Apr,10-Apr,10,30/04/2001,GLJNLOP,-12463.8,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,5,May,11-May,11,31/05/2001,GLJNLOP,-2072,45530.00,,,,,
DC01ACT,45095,16,Surf Lifesaving,No Sector,6,Jun,12-Jun,12,30/06/2001,GLJNLOP,-43858,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,7,Jul,01-Jul,1,31/07/2000,GLJNLOP,-3448.1,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,8,Aug,02-Aug,2,31/08/2000,GLJNLOP,-247.35,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,30/09/2000,GLJNLOP,-1472.09,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,31/10/2000,GLJNLOP,-1177.51,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,30/11/2000,GLJNLOP,-2886.05,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,31/12/2000,GLJNLOP,-788.7,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,31/01/2001,GLJNLOP,-2552.96,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,28/02/2001,GLJNLOP,-913,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,31/03/2001,GLJNLOP,-5957.74,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,30/04/2001,GLJNLOP,-30545.41,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,31/05/2001,GLJNLOP,-3510.66,45530.00,,,,,
DC01ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,30/06/2001,GLJNLOP,-98632.37,45530.00,,,,,
DC01ACT,45020,19,Open Space,No Sector,4,Apr,10-Apr,10,30/04/2001,GLJNLOP,-49920,45530.00,,,,,
DC01ACT,45020,19,Open Space,No Sector,6,Jun,12-Jun,12,30/06/2001,GLJNLOP,-62080,45530.00,,,,,
DC01ACT,45025,19,Community Facilities,No Sector,4,Apr,10-Apr,10,30/04/2001,GLJNLOP,-38766,45530.00,,,,,
DC01ACT,45025,19,Community Facilities,No Sector,6,Jun,12-Jun,12,30/06/2001,GLJNLOP,-48209,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,31/08/2000,GLJNLOP,-50,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,30/09/2000,GLJNLOP,-360,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,31/10/2000,GLJNLOP,-260,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,30/11/2000,GLJNLOP,-880,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,12,Dec,06-Dec,6,31/12/2000,GLJNLOP,-50,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,31/01/2001,GLJNLOP,-939.9,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,3,Mar,09-Mar,9,31/03/2001,GLJNLOP,-880,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,30/04/2001,GLJNLOP,-570,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,31/05/2001,GLJNLOP,-12786.38,45530.00,,,,,
DC01ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,30/06/2001,GLJNLOP,-653.62,45530.00,,,,,
DC01ACT,45025,96,Community Facilities,No Sector,10,Oct,04-Oct,4,31/10/2000,GLJNLOP,-5840,45530.00,,,,,
DC01ACT,45025,96,Community Facilities,No Sector,6,Jun,12-Jun,12,30/06/2001,GLJNLOP,-21868,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-6354,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,8,Aug,02-Aug,2,31/08/2001,GLJNLOP,-547,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,9,Sep,03-Sep,3,30/09/2001,GLJNLOP,-3724,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-2118,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-7413,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,12,Dec,06-Dec,6,31/12/2001,GLJNLOP,-13466,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,1,Jan,07-Jan,7,31/01/2002,GLJNLOP,-13360,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,3,Mar,09-Mar,9,13/03/2002,RECEIPT,-6354,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,3,Mar,09-Mar,9,22/03/2002,RECEIPT,-547,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,4,Apr,10-Apr,10,05/04/2002,RECEIPT,-4814,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,4,Apr,10-Apr,10,10/04/2002,RECEIPT,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,4,Apr,10-Apr,10,19/04/2002,RECEIPT,-2118,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,5,May,11-May,11,13/05/2002,APINVPMT,1018,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,5,May,11-May,11,23/05/2002,RECEIPT,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,5,May,11-May,11,24/05/2002,RECEIPT,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,5,May,11-May,11,30/05/2002,RECEIPT,-2118,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,5,May,11-May,11,31/05/2002,RECEIPT,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,6,Jun,12-Jun,12,03/06/2002,RECEIPT,-2118,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,6,Jun,12-Jun,12,13/06/2002,RECEIPT,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,6,Jun,12-Jun,12,18/06/2002,RECEIPT,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,6,Jun,12-Jun,12,20/06/2002,RECEIPT,-1059,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,7,Jul,01-Jul,1,18/07/2002,GLJNL,-6354,45530.00,,,,,
DC02ACT,45020,01,Casual Open Space,No Sector,7,Jul,01-Jul,1,23/07/2002,GLJNL,6354,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-14442,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,8,Aug,02-Aug,2,31/08/2001,GLJNLOP,-2212.5,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,9,Sep,03-Sep,3,30/09/2001,GLJNLOP,-8466,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-4814,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-53042.4,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,1,Jan,07-Jan,7,31/01/2002,GLJNLOP,-30378,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,3,Mar,09-Mar,9,13/03/2002,RECEIPT,-14440,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,3,Mar,09-Mar,9,22/03/2002,RECEIPT,-1245,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,3,Mar,09-Mar,9,26/03/2002,RECEIPT,-7941.7,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,4,Apr,10-Apr,10,03/04/2002,RECEIPT,-48140,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,4,Apr,10-Apr,10,05/04/2002,RECEIPT,-2118,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,4,Apr,10-Apr,10,10/04/2002,RECEIPT,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,4,Apr,10-Apr,10,18/04/2002,GLJNL,236,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,4,Apr,10-Apr,10,19/04/2002,RECEIPT,-4814,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,5,May,11-May,11,07/05/2002,RECEIPT,-180525,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,5,May,11-May,11,13/05/2002,APINVPMT,1745,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,5,May,11-May,11,23/05/2002,RECEIPT,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,5,May,11-May,11,24/05/2002,RECEIPT,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,5,May,11-May,11,30/05/2002,RECEIPT,-4814,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,5,May,11-May,11,31/05/2002,RECEIPT,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,6,Jun,12-Jun,12,03/06/2002,RECEIPT,-4814,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,6,Jun,12-Jun,12,13/06/2002,RECEIPT,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,6,Jun,12-Jun,12,18/06/2002,RECEIPT,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,6,Jun,12-Jun,12,20/06/2002,RECEIPT,-2407,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,6,Jun,12-Jun,12,27/06/2002,RECEIPT,-91446,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,7,Jul,01-Jul,1,18/07/2002,GLJNL,-105888,45530.00,,,,,
DC02ACT,45020,01,Structured Open Space,No Sector,7,Jul,01-Jul,1,23/07/2002,GLJNL,105888,45530.00,,,,,
DC02ACT,45005,02,Drainage,No Sector,8,Aug,02-Aug,2,31/08/2001,GLJNLOP,833.5,45530.00,,,,,
DC02ACT,45005,02,Drainage,No Sector,3,Mar,09-Mar,9,26/03/2002,RECEIPT,-35836.37,45530.00,,,,,
DC02ACT,45005,02,Drainage,No Sector,6,Jun,12-Jun,12,27/06/2002,RECEIPT,-28096,45530.00,,,,,
DC02ACT,45005,02,Drainage,No Sector,7,Jul,01-Jul,1,18/07/2002,GLJNL,-28096,45530.00,,,,,
DC02ACT,45005,02,Drainage,No Sector,7,Jul,01-Jul,1,23/07/2002,GLJNL,28096,45530.00,,,,,
DC02ACT,45000,04,Roads,No Sector,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-567,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,8,Aug,02-Aug,2,31/08/2001,GLJNLOP,-1288,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-1288,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-13850.18,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,3,Mar,09-Mar,9,25/03/2002,RECEIPT,-184.8,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,3,Mar,09-Mar,9,26/03/2002,RECEIPT,-69044,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,4,Apr,10-Apr,10,23/04/2002,RECEIPT,-10581.24,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,5,May,11-May,11,27/05/2002,RECEIPT,-1993.82,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,6,Jun,12-Jun,12,27/06/2002,RECEIPT,-19397,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,6,Jun,12-Jun,12,28/06/2002,RECEIPT,-1333,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,7,Jul,01-Jul,1,17/07/2002,GLJNL,20730,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,7,Jul,01-Jul,1,18/07/2002,GLJNL,-19397,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,7,Jul,01-Jul,1,23/07/2002,GLJNL,19397,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 1,6,Jun,12-Jun,12,30/06/2002,GLJNL,373835.57,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-10104,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,8,Aug,02-Aug,2,31/08/2001,GLJNLOP,-10104,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,9,Sep,03-Sep,3,30/09/2001,GLJNLOP,-21892,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-3368,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-57256,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,12,Dec,06-Dec,6,31/12/2001,GLJNLOP,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,1,Jan,07-Jan,7,31/01/2002,GLJNLOP,-17528.51,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,3,Mar,09-Mar,9,13/03/2002,RECEIPT,-10104,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,3,Mar,09-Mar,9,22/03/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,4,Apr,10-Apr,10,03/04/2002,RECEIPT,-33680,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,4,Apr,10-Apr,10,05/04/2002,RECEIPT,-3368,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,4,Apr,10-Apr,10,10/04/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,4,Apr,10-Apr,10,19/04/2002,RECEIPT,-3368,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,03/05/2002,RECEIPT,-5522.6,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,07/05/2002,RECEIPT,-126300,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,21/05/2002,RECEIPT,-457.5,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,22/05/2002,RECEIPT,-10121,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,23/05/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,24/05/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,24/05/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,27/05/2002,RECEIPT,-3261,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,30/05/2002,RECEIPT,-3368,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,5,May,11-May,11,31/05/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,6,Jun,12-Jun,12,03/06/2002,RECEIPT,-3368,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,6,Jun,12-Jun,12,13/06/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,6,Jun,12-Jun,12,18/06/2002,RECEIPT,-1684,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,6,Jun,12-Jun,12,20/06/2002,RECEIPT,-1084.19,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,6,Jun,12-Jun,12,21/06/2002,RECEIPT,-5202,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,6,Jun,12-Jun,12,24/06/2002,RECEIPT,-599.81,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,6,Jun,12-Jun,12,27/06/2002,RECEIPT,-63992,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,7,Jul,01-Jul,1,18/07/2002,GLJNL,-79298,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 2,7,Jul,01-Jul,1,23/07/2002,GLJNL,79298,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-427701.82,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,9,Sep,03-Sep,3,30/09/2001,GLJNLOP,-4393,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-17572,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-136183,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-4393,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,5,May,11-May,11,13/05/2002,RECEIPT,-4095,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,5,May,11-May,11,15/05/2002,RECEIPT,-554,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,6,Jun,12-Jun,12,28/06/2002,RECEIPT,-4393,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,7,Jul,01-Jul,1,17/07/2002,GLJNL,554,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 4,7,Jul,01-Jul,1,30/07/2002,GLJNL,427701.82,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 5,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-2571,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 5,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-26710,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 5,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-165071,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 5,6,Jun,12-Jun,12,27/06/2002,RECEIPT,-8941,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 5,6,Jun,12-Jun,12,28/06/2002,RECEIPT,-1238,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 5,7,Jul,01-Jul,1,18/07/2002,GLJNL,-8941,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 5,7,Jul,01-Jul,1,23/07/2002,GLJNL,8941,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 6,8,Aug,02-Aug,2,31/08/2001,GLJNLOP,-4004,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 6,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-6229,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 6,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-1820,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 6,1,Jan,07-Jan,7,31/01/2002,GLJNLOP,-5461,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 6,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-18641,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-3075.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,8,Aug,02-Aug,2,31/08/2001,GLJNLOP,-2828,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,9,Sep,03-Sep,3,30/09/2001,GLJNLOP,-1802.8,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-1025.2,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-17941,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,1,Jan,07-Jan,7,31/01/2002,GLJNLOP,-6220.8,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-265,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,3,Mar,09-Mar,9,13/03/2002,RECEIPT,-3075.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,3,Mar,09-Mar,9,22/03/2002,RECEIPT,-265,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,3,Mar,09-Mar,9,26/03/2002,RECEIPT,-21016.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,4,Apr,10-Apr,10,03/04/2002,RECEIPT,-10252,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,4,Apr,10-Apr,10,05/04/2002,RECEIPT,-1025.2,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,4,Apr,10-Apr,10,10/04/2002,RECEIPT,-512.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,4,Apr,10-Apr,10,19/04/2002,RECEIPT,-1025.2,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,5,May,11-May,11,07/05/2002,RECEIPT,-38445,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,5,May,11-May,11,23/05/2002,RECEIPT,-512.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,5,May,11-May,11,24/05/2002,RECEIPT,-512.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,5,May,11-May,11,30/05/2002,RECEIPT,-1025.2,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,5,May,11-May,11,31/05/2002,RECEIPT,-513,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,6,Jun,12-Jun,12,03/06/2002,RECEIPT,-1025.2,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,6,Jun,12-Jun,12,13/06/2002,RECEIPT,-265,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,6,Jun,12-Jun,12,18/06/2002,RECEIPT,-265,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,6,Jun,12-Jun,12,20/06/2002,RECEIPT,-512.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,6,Jun,12-Jun,12,27/06/2002,RECEIPT,-19478.8,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,7,Jul,01-Jul,1,18/07/2002,GLJNL,-22059.6,45530.00,,,,,
DC02ACT,45025,03,Community Facilities,No Sector,7,Jul,01-Jul,1,23/07/2002,GLJNL,22059.6,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 7,7,Jul,01-Jul,1,31/07/2001,GLJNLOP,-2394,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 7,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-16758,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 7,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-2394,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 7,12,Dec,06-Dec,6,31/12/2001,GLJNLOP,-1436,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 7,6,Jun,12-Jun,12,25/06/2002,RECEIPT,-3735,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 7,7,Jul,01-Jul,1,18/07/2002,GLJNL,-3735,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 7,7,Jul,01-Jul,1,23/07/2002,GLJNL,3735,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 8,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-43810,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 8,11,Nov,05-Nov,5,30/11/2001,GLJNLOP,-3370,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 8,12,Dec,06-Dec,6,31/12/2001,GLJNLOP,-3370,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 8,1,Jan,07-Jan,7,31/01/2002,GLJNLOP,-24261,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 8,2,Feb,08-Feb,8,28/02/2002,GLJNLOP,-2696,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 8,4,Apr,10-Apr,10,26/04/2002,RECEIPT,-43450,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 9,10,Oct,04-Oct,4,31/10/2001,GLJNLOP,-1936,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 9,3,Mar,09-Mar,9,26/03/2002,RECEIPT,-29040,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 11,6,Jun,12-Jun,12,25/06/2002,RECEIPT,-1295,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 11,7,Jul,01-Jul,1,18/07/2002,GLJNL,-1295,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 11,7,Jul,01-Jul,1,23/07/2002,GLJNL,1295,45530.00,,,,,
DC02ACT,45000,04,Roads,Sector 12,4,Apr,10-Apr,10,04/04/2002,RECEIPT,-1257.7,45530.00,,,,,
