FORMAT XLONE REPORT,DefnSheetName=Report Set Up,,,,,,,,,
h.SET,,,,,,,,,,
*,Account Number,Balance,Plan Description,Activity Description,Plan,Activity,Sector,Plan-Plan Description,DataDate,
LIST,18.13,-2252.11,Council Admin - Tech Support,Council Technical/Admin. Facilities,18,13,No Sector,18-Council Admin - Tech Support,44609.00,
LIST,18.13,-6756.33,Council Admin - Tech Support,Council Technical/Admin. Facilities,18,13,No Sector,18-Council Admin - Tech Support,44609.00,
LIST,18.13,-1486.39,Council Admin - Tech Support,Council Technical/Admin. Facilities,18,13,No Sector,18-Council Admin - Tech Support,44609.00,
LIST,18.13,-1776168.05,Council Admin - Tech Support,Council Technical/Admin. Facilities,18,13,No Sector,18-Council Admin - Tech Support,44609.00,
LIST,19.05,-87485.82,Kings Beach,Open Space,19,05,No Sector,19-Kings Beach,44609.00,
LIST,19.06,-1607905.24,Kings Beach,Community Facilities,19,06,No Sector,19-Kings Beach,44609.00,
LIST,19.07,-123213.93,Kings Beach,Footpath/Cycleway,19,07,No Sector,19-Kings Beach,44609.00,
LIST,20.15,-839.45,Seabreeze Estate,Casual Open Space,20,15,No Sector,20-Seabreeze Estate,44609.00,
LIST,21.05,-1179.00,Terranora Village,Open Space,21,05,No Sector,21-Terranora Village,44609.00,
LIST,21.05,-1179.00,Terranora Village,Open Space,21,05,No Sector,21-Terranora Village,44609.00,
LIST,21.05,-2358.00,Terranora Village,Open Space,21,05,No Sector,21-Terranora Village,44609.00,
LIST,21.05,-2431.20,Terranora Village,Open Space,21,05,No Sector,21-Terranora Village,44609.00,
LIST,21.06,-401.00,Terranora Village,Community Facilities,21,06,No Sector,21-Terranora Village,44609.00,
LIST,21.06,-401.00,Terranora Village,Community Facilities,21,06,No Sector,21-Terranora Village,44609.00,
LIST,21.06,-802.00,Terranora Village,Community Facilities,21,06,No Sector,21-Terranora Village,44609.00,
LIST,21.06,-43558.64,Terranora Village,Community Facilities,21,06,No Sector,21-Terranora Village,44609.00,
LIST,22.07,-426.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-426.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-2911.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-341.90,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-420.32,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-402.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-11928.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-6248.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-71.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-4402.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-1420.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-1136.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-1704.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-1562.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-426.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-852.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-95.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-19880.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-1704.00,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,22.07,-651463.59,Shirewide Cycleways,Footpath/Cycleway,22,07,No Sector,22-Shirewide Cycleways,44609.00,
LIST,23.04,-177213.43,Shirewide Carparking,Parking,23,04,No Sector,23-Shirewide Carparking,44609.00,
LIST,23.04,-381744.01,Shirewide Carparking,Parking,23,04,Sector 1 - Tweed Heads,23-Shirewide Carparking,44609.00,
LIST,23.04,-20121.00,Shirewide Carparking,Parking,23,04,Sector 2 - Murwillumbah,23-Shirewide Carparking,44609.00,
LIST,23.04,41105.05,Shirewide Carparking,Parking,23,04,Sector 2 - Murwillumbah,23-Shirewide Carparking,44609.00,
LIST,23.04,-83111.80,Shirewide Carparking,Parking,23,04,Sector 3 - Kingscliff,23-Shirewide Carparking,44609.00,
LIST,23.04,-665914.25,Shirewide Carparking,Parking,23,04,Sector 4 - Cabarita,23-Shirewide Carparking,44609.00,
LIST,23.04,-227933.69,Shirewide Carparking,Parking,23,04,Sector 5 - Pottsville,23-Shirewide Carparking,44609.00,
LIST,23.04,-10770.56,Shirewide Carparking,Parking,23,04,Sector 6,23-Shirewide Carparking,44609.00,
LIST,25.05,104911.42,Salt Development,Open Space,25,05,No Sector,25-Salt Development,44609.00,
LIST,25.16,-1148168.38,Salt Development,Structured Open Space,25,16,No Sector,25-Salt Development,44609.00,
LIST,26.15,-710.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-983.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-983.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-6719.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-789.75,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-970.15,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-929.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-27531.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-38610.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-164.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-3278.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-929.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-2622.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-3933.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-3605.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-983.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-1966.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-219.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-45885.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-1311.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,24189.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-3933.00,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-865.26,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.15,-5132659.83,Plan 26 Shirewide Open Space,Casual Open Space,26,15,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-3451.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-3451.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-23580.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-2771.60,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-3418.86,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-3259.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-96621.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-50611.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-575.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-11503.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-3259.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-9202.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-13803.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-12653.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-3451.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-6902.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-767.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-161035.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-4601.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-13803.00,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-3082.15,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,26.16,-658099.39,Plan 26 Shirewide Open Space,Structured Open Space,26,16,No Sector,26-Plan 26 Shirewide Open Space,44609.00,
LIST,27.16,-628376.70,Tweed Hds Masterplan & Streetscaping,Structured Open Space,27,16,No Sector,27-Tweed Hds Masterplan & Streetscaping,44609.00,
LIST,28.15,52587.00,Seaside City,Casual Open Space,28,15,No Sector,28-Seaside City,44609.00,
LIST,28.15,-17978.60,Seaside City,Casual Open Space,28,15,No Sector,28-Seaside City,44609.00,
LIST,28.15,16180.74,Seaside City,Casual Open Space,28,15,No Sector,28-Seaside City,44609.00,
LIST,28.15,-109446.50,Seaside City,Casual Open Space,28,15,No Sector,28-Seaside City,44609.00,
LIST,28.16,-1443.73,Seaside City,Structured Open Space,28,16,No Sector,28-Seaside City,44609.00,
LIST,28.16,-7580.40,Seaside City,Structured Open Space,28,16,No Sector,28-Seaside City,44609.00,
LIST,28.16,-768735.23,Seaside City,Structured Open Space,28,16,No Sector,28-Seaside City,44609.00,
LIST,91.03,0.00,DCP14,Traffic Facilities,91,03,No Sector,91-DCP14,44609.00,
LIST,91.07,0.00,DCP14,Footpath/Cycleway,91,07,No Sector,91-DCP14,44609.00,
LIST,91.15,0.00,DCP14,Casual Open Space,91,15,No Sector,91-DCP14,44609.00,
LIST,92.05,0.00,Public Reserve Contributions,Open Space,92,05,No Sector,92-Public Reserve Contributions,44609.00,
LIST,92.15,0.00,Public Reserve Contributions,Casual Open Space,92,15,No Sector,92-Public Reserve Contributions,44609.00,
LIST,95.01,0.00,Bilambil Heights,Drainage,95,01,No Sector,95-Bilambil Heights,44609.00,
LIST,95.05,0.00,Bilambil Heights,Open Space,95,05,No Sector,95-Bilambil Heights,44609.00,
LIST,95.06,0.00,Bilambil Heights,Community Facilities,95,06,No Sector,95-Bilambil Heights,44609.00,
h.*,,,,,,,,,,
SUMMARY,,,,,,,,,,
*,,,,,,,,,,
*,,,,,,,,,,
*,,,,,,,,,,
SUMMARY END,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
